registro,id,duracion_estadia,genero,edad,ninos,codigo_destino,tipo_acomodacion
"""Registro 7604""",1000968,4,F,41,0,<NA>,Hotel
"""Registro 7605""",1000238,3,F,53,<NA>,PE,AirBnB
"""Registro 7606""",1004467,1,M,34,1,NL,AirBnB
"""Registro 7607""",1006979,5,F,38,0,IT,AirBnB
"""Registro 7608""",1013616,5,F,41,1,US,AirBnB
"""Registro 7609""",1002366,7,M,38,0,COL,Hotel
"""Registro 7610""",1008096,3,M,31,0,UK,Hotel
"""Registro 7611""",1009175,6,M,35,1,NL,AirBnB
"""Registro 7612""",1003939,2,F,44,1,AR,Hotel
"""Registro 7613""",1012072,2,F,46,1,ES,AirBnB
"""Registro 7614""",1013923,2,M,36,1,US,AirBnB
"""Registro 7615""",1004246,10,M,51,<NA>,NL,Hotel
"""Registro 7616""",1005230,7,M,42,1,ES,Hotel
"""Registro 7617""",1008340,6,F,36,0,AR,AirBnB
"""Registro 7618""",1006712,6,M,43,<NA>,PE,Hotel
"""Registro 7619""",1006642,3,M,40,1,US,AirBnB
"""Registro 7620""",1005938,4,M,40,1,NL,Hotel
"""Registro 7621""",1007744,4,M,41,1,<NA>,Hotel
"""Registro 7622""",1000792,6,M,<NA>,<NA>,COL,Hotel
"""Registro 7623""",1010342,7,M,<NA>,0,US,Hotel
"""Registro 7624""",1006882,7,M,43,1,<NA>,Hotel
"""Registro 7625""",1005408,4,M,40,1,<NA>,AirBnB
"""Registro 7626""",1003831,6,F,41,<NA>,PE,Hotel
"""Registro 7627""",1005740,4,F,<NA>,1,NL,AirBnB
"""Registro 7628""",1005298,1,M,36,0,PE,Hotel
"""Registro 7629""",1004067,5,F,42,1,ES,AirBnB
"""Registro 7630""",1001346,5,F,37,0,ES,AirBnB
"""Registro 7631""",1012015,2,M,44,1,UK,Hotel
"""Registro 7632""",1014063,2,F,<NA>,1,COL,Hotel
"""Registro 7633""",1008470,7,M,42,1,COL,Hotel
"""Registro 7634""",1012867,6,F,44,1,ES,Hotel
"""Registro 7635""",1010518,1,M,41,1,NL,AirBnB
"""Registro 7636""",1005758,4,F,38,0,AR,AirBnB
"""Registro 7637""",1009512,5,M,33,0,ES,Hotel
"""Registro 7638""",1008075,1,M,45,0,<NA>,AirBnB
"""Registro 7639""",1002081,6,F,35,1,NL,Hotel
"""Registro 7640""",1002002,3,F,<NA>,1,AR,AirBnB
"""Registro 7641""",1012100,3,M,<NA>,0,PE,AirBnB
"""Registro 7642""",1007003,3,F,44,0,<NA>,Hotel
"""Registro 7643""",1008475,2,M,39,0,IT,Hotel
"""Registro 7644""",1009751,3,F,45,0,COL,AirBnB
"""Registro 7645""",1009755,3,M,36,0,US,Hotel
"""Registro 7646""",1009561,4,F,34,1,COL,Hotel
"""Registro 7647""",1004581,6,M,41,0,<NA>,AirBnB
"""Registro 7648""",1013408,8,F,36,1,IT,Hotel
"""Registro 7649""",1007268,1,M,39,0,ES,Hotel
"""Registro 7650""",1002396,7,F,40,<NA>,COL,AirBnB
"""Registro 7651""",1008490,3,M,40,0,US,Hotel
"""Registro 7652""",1009743,2,M,39,1,COL,Hotel
"""Registro 7653""",1012903,10,M,37,0,IT,Hotel
"""Registro 7654""",1012823,3,M,41,1,ES,Hotel
"""Registro 7655""",1000852,6,M,<NA>,<NA>,<NA>,Hotel
"""Registro 7656""",1003332,3,F,49,1,ES,AirBnB
"""Registro 7657""",1001500,2,F,38,1,US,Hotel
"""Registro 7658""",1012821,2,M,37,1,<NA>,AirBnB
"""Registro 7659""",1001396,4,F,45,0,ES,Hotel
"""Registro 7660""",1002992,6,F,41,1,PE,AirBnB
"""Registro 7661""",1005992,3,M,35,0,NL,Hotel
"""Registro 7662""",1000563,3,F,49,1,AR,AirBnB
"""Registro 7663""",1012380,3,M,36,<NA>,IT,AirBnB
"""Registro 7664""",1009613,6,F,41,0,UK,Hotel
"""Registro 7665""",1010072,7,F,44,0,ES,Hotel
"""Registro 7666""",1010712,3,F,41,1,IT,AirBnB
"""Registro 7667""",1006666,2,M,48,0,AR,AirBnB
"""Registro 7668""",1008534,3,F,41,0,UK,AirBnB
"""Registro 7669""",1008493,5,F,39,0,UK,AirBnB
"""Registro 7670""",1001827,6,F,48,1,<NA>,AirBnB
"""Registro 7671""",1004438,9,M,37,1,IT,Hotel
"""Registro 7672""",1005368,3,M,47,<NA>,US,AirBnB
"""Registro 7673""",1013098,3,F,44,0,NL,Hotel
"""Registro 7674""",1012366,5,M,39,1,AR,AirBnB
"""Registro 7675""",1011534,2,F,42,0,US,Hotel
"""Registro 7676""",1005552,5,F,43,<NA>,ES,AirBnB
"""Registro 7677""",1007992,6,F,33,0,UK,AirBnB
"""Registro 7678""",1008121,4,F,44,1,AR,AirBnB
"""Registro 7679""",1010187,5,M,40,1,US,AirBnB
"""Registro 7680""",1010386,2,F,40,<NA>,AR,AirBnB
"""Registro 7681""",1009623,2,F,35,1,COL,Hotel
"""Registro 7682""",1002096,2,F,<NA>,0,NL,AirBnB
"""Registro 7683""",1003547,3,M,42,0,US,AirBnB
"""Registro 7684""",1007133,4,M,38,0,ES,Hotel
"""Registro 7685""",1009433,4,F,54,1,NL,AirBnB
"""Registro 7686""",1009671,4,M,42,<NA>,COL,AirBnB
"""Registro 7687""",1013063,2,M,37,1,AR,AirBnB
"""Registro 7688""",1008987,3,F,41,1,PE,Hotel
"""Registro 7689""",1002940,6,F,32,0,UK,AirBnB
"""Registro 7690""",1005871,2,M,45,1,AR,Hotel
"""Registro 7691""",1004447,8,M,46,0,AR,AirBnB
"""Registro 7692""",1011528,3,F,35,1,IT,Hotel
"""Registro 7693""",1009790,6,M,41,1,IT,Hotel
"""Registro 7694""",1002247,2,M,39,0,IT,Hotel
"""Registro 7695""",1014073,4,M,44,<NA>,NL,AirBnB
"""Registro 7696""",1012828,3,M,<NA>,0,COL,AirBnB
"""Registro 7697""",1002516,4,M,42,1,NL,Hotel
"""Registro 7698""",1002076,3,M,38,1,UK,Hotel
"""Registro 7699""",1003879,4,F,27,0,UK,AirBnB
"""Registro 7700""",1003844,1,F,42,<NA>,IT,AirBnB
"""Registro 7701""",1000068,4,F,40,1,COL,AirBnB
"""Registro 7702""",1003749,6,F,43,1,PE,AirBnB
"""Registro 7703""",1007779,7,M,40,0,NL,Hotel
"""Registro 7704""",1003610,3,F,39,0,US,AirBnB
"""Registro 7705""",1012870,5,F,36,0,PE,Hotel
"""Registro 7706""",1001143,2,M,38,1,<NA>,AirBnB
"""Registro 7707""",1000336,5,F,31,0,COL,AirBnB
"""Registro 7708""",1002524,2,F,48,1,PE,AirBnB
"""Registro 7709""",1005838,4,M,46,1,US,Hotel
"""Registro 7710""",1009096,2,M,42,0,<NA>,AirBnB
"""Registro 7711""",1013126,6,M,28,1,IT,AirBnB
"""Registro 7712""",1012309,2,F,43,1,PE,AirBnB
"""Registro 7713""",1013650,4,F,40,0,COL,Hotel
"""Registro 7714""",1003466,3,M,<NA>,0,UK,Hotel
"""Registro 7715""",1007159,4,M,39,0,IT,Hotel
"""Registro 7716""",1012003,5,F,43,1,NL,AirBnB
"""Registro 7717""",1012775,5,M,<NA>,1,ES,AirBnB
"""Registro 7718""",1008708,9,F,<NA>,<NA>,ES,Hotel
"""Registro 7719""",1001162,4,F,36,1,<NA>,Hotel
"""Registro 7720""",1003966,4,M,37,1,IT,AirBnB
"""Registro 7721""",1011517,3,M,37,0,PE,Hotel
"""Registro 7722""",1002999,4,F,37,0,US,AirBnB
"""Registro 7723""",1003027,2,F,41,1,US,AirBnB
"""Registro 7724""",1004785,4,F,41,0,NL,Hotel
"""Registro 7725""",1007625,5,F,33,1,US,Hotel
"""Registro 7726""",1004996,7,M,40,1,<NA>,Hotel
"""Registro 7727""",1005997,7,F,40,1,PE,Hotel
"""Registro 7728""",1010811,3,M,35,1,IT,AirBnB
"""Registro 7729""",1000632,5,F,47,1,ES,AirBnB
"""Registro 7730""",1009197,1,F,36,0,NL,AirBnB
"""Registro 7731""",1011817,5,M,39,1,US,AirBnB
"""Registro 7732""",1005039,4,F,43,1,NL,AirBnB
"""Registro 7733""",1000092,6,M,<NA>,0,AR,Hotel
"""Registro 7734""",1001157,3,M,35,1,NL,AirBnB
"""Registro 7735""",1005010,4,M,36,0,IT,Hotel
"""Registro 7736""",1000896,7,F,41,1,AR,Hotel
"""Registro 7737""",1001652,3,F,48,<NA>,UK,AirBnB
"""Registro 7738""",1005043,3,F,41,1,UK,AirBnB
"""Registro 7739""",1008376,3,F,41,0,NL,Hotel
"""Registro 7740""",1003457,2,F,<NA>,1,NL,Hotel
"""Registro 7741""",1002498,6,M,46,1,ES,Hotel
"""Registro 7742""",1008354,4,F,46,0,UK,Hotel
"""Registro 7743""",1005190,3,F,43,0,ES,Hotel
"""Registro 7744""",1006417,6,M,47,1,UK,Hotel
"""Registro 7745""",1006287,1,F,42,1,COL,AirBnB
"""Registro 7746""",1007259,5,M,41,1,IT,Hotel
"""Registro 7747""",1003657,3,F,32,1,IT,Hotel
"""Registro 7748""",1012272,4,M,44,0,ES,AirBnB
"""Registro 7749""",1011563,4,F,39,0,<NA>,AirBnB
"""Registro 7750""",1000462,5,M,42,1,UK,Hotel
"""Registro 7751""",1007136,5,F,42,0,ES,Hotel
"""Registro 7752""",1001724,5,F,47,0,PE,Hotel
"""Registro 7753""",1004355,5,F,49,<NA>,NL,Hotel
"""Registro 7754""",1008175,4,F,42,1,<NA>,AirBnB
"""Registro 7755""",1004388,4,F,45,0,COL,Hotel
"""Registro 7756""",1011187,6,M,37,0,IT,Hotel
"""Registro 7757""",1004709,7,M,48,<NA>,AR,Hotel
"""Registro 7758""",1008544,3,M,43,1,<NA>,Hotel
"""Registro 7759""",1010920,3,M,39,1,NL,AirBnB
"""Registro 7760""",1008311,4,M,35,1,COL,AirBnB
"""Registro 7761""",1004419,4,M,41,1,ES,Hotel
"""Registro 7762""",1013555,4,F,40,1,AR,Hotel
"""Registro 7763""",1003161,2,F,<NA>,0,<NA>,Hotel
"""Registro 7764""",1000002,4,F,<NA>,0,US,Hotel
"""Registro 7765""",1001712,1,M,32,1,COL,AirBnB
"""Registro 7766""",1008321,3,M,38,0,NL,Hotel
"""Registro 7767""",1013665,2,M,43,0,<NA>,Hotel
"""Registro 7768""",1001782,5,F,<NA>,0,ES,Hotel
"""Registro 7769""",1003334,1,M,35,0,<NA>,Hotel
"""Registro 7770""",1000855,3,M,34,0,NL,Hotel
"""Registro 7771""",1008997,2,F,40,<NA>,US,Hotel
"""Registro 7772""",1002964,2,F,43,1,ES,AirBnB
"""Registro 7773""",1012676,3,M,41,0,<NA>,AirBnB
"""Registro 7774""",1001754,4,M,42,<NA>,COL,AirBnB
"""Registro 7775""",1011192,3,M,43,1,NL,Hotel
"""Registro 7776""",1001912,3,M,42,<NA>,ES,AirBnB
"""Registro 7777""",1011120,6,F,39,0,COL,Hotel
"""Registro 7778""",1007787,2,M,36,1,UK,AirBnB
"""Registro 7779""",1006604,2,F,39,1,US,Hotel
"""Registro 7780""",1008135,1,M,35,1,ES,Hotel
"""Registro 7781""",1003165,3,M,43,<NA>,ES,AirBnB
"""Registro 7782""",1005673,3,M,45,1,NL,Hotel
"""Registro 7783""",1013445,2,M,33,1,PE,Hotel
"""Registro 7784""",1012256,6,F,38,0,ES,AirBnB
"""Registro 7785""",1003100,4,F,40,0,UK,AirBnB
"""Registro 7786""",1003798,2,F,42,1,AR,AirBnB
"""Registro 7787""",1011058,6,F,40,0,PE,AirBnB
"""Registro 7788""",1001142,2,F,40,0,AR,AirBnB
"""Registro 7789""",1003734,3,M,47,1,ES,Hotel
"""Registro 7790""",1010738,4,M,37,1,IT,AirBnB
"""Registro 7791""",1003940,6,F,37,1,UK,Hotel
"""Registro 7792""",1002091,3,F,<NA>,1,ES,AirBnB
"""Registro 7793""",1011333,5,M,52,<NA>,NL,AirBnB
"""Registro 7794""",1012130,2,M,<NA>,0,AR,Hotel
"""Registro 7795""",1001813,5,F,46,1,IT,AirBnB
"""Registro 7796""",1011525,3,M,43,1,<NA>,Hotel
"""Registro 7797""",1010474,4,F,41,0,AR,Hotel
"""Registro 7798""",1006868,3,M,49,1,NL,Hotel
"""Registro 7799""",1012164,4,M,41,<NA>,ES,Hotel
"""Registro 7800""",1001493,1,F,47,0,NL,Hotel
"""Registro 7801""",1000769,4,F,35,0,<NA>,AirBnB
"""Registro 7802""",1001289,3,F,41,0,NL,Hotel
"""Registro 7803""",1006185,3,F,49,<NA>,IT,AirBnB
"""Registro 7804""",1001070,4,F,35,<NA>,COL,AirBnB
"""Registro 7805""",1008512,10,M,45,1,UK,Hotel
"""Registro 7806""",1008705,6,F,<NA>,1,IT,Hotel
"""Registro 7807""",1010153,2,F,43,0,IT,Hotel
"""Registro 7808""",1006880,3,F,44,1,ES,Hotel
"""Registro 7809""",1012303,1,F,34,1,IT,Hotel
"""Registro 7810""",1010231,6,F,36,1,AR,Hotel
"""Registro 7811""",1008265,3,F,34,1,AR,Hotel
"""Registro 7812""",1013958,6,F,41,1,IT,AirBnB
"""Registro 7813""",1004064,3,F,41,0,US,Hotel
"""Registro 7814""",1003098,5,M,38,1,US,AirBnB
"""Registro 7815""",1000989,2,M,43,0,AR,Hotel
"""Registro 7816""",1005666,3,F,<NA>,0,NL,Hotel
"""Registro 7817""",1000882,1,F,42,0,COL,Hotel
"""Registro 7818""",1009117,8,F,34,1,PE,Hotel
"""Registro 7819""",1001074,4,F,<NA>,0,US,AirBnB
"""Registro 7820""",1007204,5,F,44,1,ES,AirBnB
"""Registro 7821""",1001930,4,F,38,1,ES,Hotel
"""Registro 7822""",1007123,5,F,38,0,AR,AirBnB
"""Registro 7823""",1004917,4,F,39,1,IT,Hotel
"""Registro 7824""",1009636,2,M,36,1,US,AirBnB
"""Registro 7825""",1013899,3,M,40,0,ES,Hotel
"""Registro 7826""",1003906,4,F,34,1,UK,Hotel
"""Registro 7827""",1000029,3,M,45,0,ES,AirBnB
"""Registro 7828""",1006159,6,F,44,0,PE,Hotel
"""Registro 7829""",1010113,7,M,39,0,IT,Hotel
"""Registro 7830""",1008362,4,M,35,1,ES,AirBnB
"""Registro 7831""",1012263,2,F,46,<NA>,<NA>,Hotel
"""Registro 7832""",1012547,1,F,46,0,ES,Hotel
"""Registro 7833""",1012191,3,M,43,0,US,Hotel
"""Registro 7834""",1005920,4,F,38,1,UK,Hotel
"""Registro 7835""",1007732,5,M,42,1,<NA>,Hotel
"""Registro 7836""",1013999,3,F,39,1,IT,Hotel
"""Registro 7837""",1001815,4,M,34,1,IT,AirBnB
"""Registro 7838""",1010864,3,F,47,1,IT,AirBnB
"""Registro 7839""",1012680,5,F,36,0,<NA>,AirBnB
"""Registro 7840""",1013195,6,F,46,0,IT,Hotel
"""Registro 7841""",1013623,4,F,34,0,IT,Hotel
"""Registro 7842""",1007035,1,F,44,0,<NA>,Hotel
"""Registro 7843""",1008407,2,M,37,<NA>,UK,AirBnB
"""Registro 7844""",1009132,2,F,44,<NA>,COL,Hotel
"""Registro 7845""",1007416,7,F,42,0,COL,Hotel
"""Registro 7846""",1009024,1,F,40,1,COL,Hotel
"""Registro 7847""",1010473,7,M,36,1,AR,AirBnB
"""Registro 7848""",1011421,4,F,33,1,NL,AirBnB
"""Registro 7849""",1003185,1,F,42,1,US,AirBnB
"""Registro 7850""",1003564,6,M,40,0,AR,Hotel
"""Registro 7851""",1002740,3,M,44,0,IT,AirBnB
"""Registro 7852""",1003463,3,F,48,0,<NA>,Hotel
"""Registro 7853""",1004061,2,F,44,0,IT,Hotel
"""Registro 7854""",1005669,4,M,45,0,AR,AirBnB
"""Registro 7855""",1005791,1,F,33,1,IT,Hotel
"""Registro 7856""",1011081,8,F,40,0,PE,AirBnB
"""Registro 7857""",1005976,4,M,36,1,IT,AirBnB
"""Registro 7858""",1001168,8,F,32,1,PE,Hotel
"""Registro 7859""",1010952,6,F,34,1,COL,Hotel
"""Registro 7860""",1007411,7,M,41,0,IT,AirBnB
"""Registro 7861""",1000307,2,F,46,0,IT,Hotel
"""Registro 7862""",1003836,5,M,45,0,<NA>,Hotel
"""Registro 7863""",1006424,3,M,40,<NA>,ES,AirBnB
"""Registro 7864""",1003243,2,F,43,1,US,Hotel
"""Registro 7865""",1008153,2,M,43,1,NL,Hotel
"""Registro 7866""",1000842,5,M,40,0,PE,Hotel
"""Registro 7867""",1003013,3,M,41,1,COL,Hotel
"""Registro 7868""",1000551,4,F,42,1,IT,Hotel
"""Registro 7869""",1004056,2,M,43,0,COL,AirBnB
"""Registro 7870""",1003821,3,F,44,0,COL,Hotel
"""Registro 7871""",1012848,8,M,40,0,<NA>,Hotel
"""Registro 7872""",1010298,4,F,33,0,ES,AirBnB
"""Registro 7873""",1006519,6,M,<NA>,1,US,AirBnB
"""Registro 7874""",1002473,8,F,46,1,PE,AirBnB
"""Registro 7875""",1003225,4,F,34,0,US,AirBnB
"""Registro 7876""",1001886,4,F,44,<NA>,NL,Hotel
"""Registro 7877""",1010032,2,M,44,1,UK,Hotel
"""Registro 7878""",1013974,2,F,39,0,PE,AirBnB
"""Registro 7879""",1004828,5,M,42,1,PE,Hotel
"""Registro 7880""",1000333,4,F,48,0,IT,Hotel
"""Registro 7881""",1013186,4,F,39,0,NL,Hotel
"""Registro 7882""",1013762,4,M,36,<NA>,PE,Hotel
"""Registro 7883""",1002195,2,M,46,1,NL,Hotel
"""Registro 7884""",1003116,2,F,38,1,NL,Hotel
"""Registro 7885""",1006370,7,F,36,0,US,AirBnB
"""Registro 7886""",1008673,2,M,29,1,COL,AirBnB
"""Registro 7887""",1009907,3,M,43,0,PE,AirBnB
"""Registro 7888""",1002000,4,M,37,1,<NA>,AirBnB
"""Registro 7889""",1005370,3,F,48,1,PE,Hotel
"""Registro 7890""",1001546,4,F,39,<NA>,IT,Hotel
"""Registro 7891""",1008754,3,F,36,0,COL,AirBnB
"""Registro 7892""",1004175,4,M,37,0,IT,Hotel
"""Registro 7893""",1001646,3,F,33,1,UK,Hotel
"""Registro 7894""",1006611,1,M,42,0,IT,AirBnB
"""Registro 7895""",1011898,3,F,33,0,IT,AirBnB
"""Registro 7896""",1010547,1,M,<NA>,1,ES,AirBnB
"""Registro 7897""",1013854,3,F,<NA>,1,IT,Hotel
"""Registro 7898""",1006404,8,M,47,0,COL,AirBnB
"""Registro 7899""",1008199,5,F,40,0,US,AirBnB
"""Registro 7900""",1006900,5,F,36,0,IT,AirBnB
"""Registro 7901""",1004377,4,F,43,0,<NA>,Hotel
"""Registro 7902""",1004556,4,M,35,0,ES,Hotel
"""Registro 7903""",1007229,3,F,47,0,PE,Hotel
"""Registro 7904""",1007025,4,M,29,<NA>,COL,Hotel
"""Registro 7905""",1011720,2,F,<NA>,0,COL,Hotel
"""Registro 7906""",1010039,4,M,<NA>,0,AR,Hotel
"""Registro 7907""",1005235,4,F,45,1,COL,AirBnB
"""Registro 7908""",1012011,2,M,41,0,IT,Hotel
"""Registro 7909""",1012067,4,F,33,0,ES,AirBnB
"""Registro 7910""",1004877,5,M,54,1,US,Hotel
"""Registro 7911""",1000223,7,F,33,<NA>,AR,AirBnB
"""Registro 7912""",1008772,7,F,38,1,US,Hotel
"""Registro 7913""",1002597,4,M,40,1,AR,Hotel
"""Registro 7914""",1011572,5,M,50,0,IT,AirBnB
"""Registro 7915""",1008343,3,F,38,1,NL,Hotel
"""Registro 7916""",1003070,2,M,37,1,IT,AirBnB
"""Registro 7917""",1005713,3,F,38,0,US,AirBnB
"""Registro 7918""",1002382,6,M,39,0,<NA>,Hotel
"""Registro 7919""",1007496,4,M,<NA>,0,US,AirBnB
"""Registro 7920""",1007966,5,M,38,1,ES,AirBnB
"""Registro 7921""",1004768,2,F,42,1,US,AirBnB
"""Registro 7922""",1000766,4,M,30,1,PE,AirBnB
"""Registro 7923""",1013153,1,M,41,1,COL,AirBnB
"""Registro 7924""",1008632,5,M,42,1,IT,Hotel
"""Registro 7925""",1005956,7,F,42,0,UK,Hotel
"""Registro 7926""",1009258,3,M,41,1,COL,Hotel
"""Registro 7927""",1004258,4,F,57,0,ES,AirBnB
"""Registro 7928""",1008413,4,F,38,0,PE,AirBnB
"""Registro 7929""",1000059,3,F,48,1,COL,AirBnB
"""Registro 7930""",1000051,3,F,<NA>,1,US,AirBnB
"""Registro 7931""",1013941,6,F,44,0,US,Hotel
"""Registro 7932""",1004485,5,F,40,1,COL,Hotel
"""Registro 7933""",1011334,6,M,43,1,NL,Hotel
"""Registro 7934""",1001952,5,M,49,0,AR,AirBnB
"""Registro 7935""",1010853,6,M,<NA>,0,<NA>,Hotel
"""Registro 7936""",1005747,5,M,39,0,US,AirBnB
"""Registro 7937""",1005653,2,F,46,1,IT,AirBnB
"""Registro 7938""",1013145,5,F,34,1,US,Hotel
"""Registro 7939""",1004174,6,M,33,1,ES,AirBnB
"""Registro 7940""",1000019,3,F,45,1,ES,Hotel
"""Registro 7941""",1001950,1,F,40,1,ES,Hotel
"""Registro 7942""",1003699,2,M,46,0,UK,AirBnB
"""Registro 7943""",1006422,6,F,41,0,AR,Hotel
"""Registro 7944""",1013997,5,F,33,<NA>,PE,Hotel
"""Registro 7945""",1013023,3,F,36,1,US,Hotel
"""Registro 7946""",1012932,6,F,32,0,US,Hotel
"""Registro 7947""",1013881,5,M,44,0,US,AirBnB
"""Registro 7948""",1008520,5,M,35,0,COL,Hotel
"""Registro 7949""",1003360,2,F,43,0,NL,Hotel
"""Registro 7950""",1010782,6,M,38,0,NL,Hotel
"""Registro 7951""",1001244,4,F,44,1,IT,AirBnB
"""Registro 7952""",1003369,5,F,39,0,UK,AirBnB
"""Registro 7953""",1005030,3,M,38,0,PE,Hotel
"""Registro 7954""",1000192,6,M,41,0,UK,Hotel
"""Registro 7955""",1002073,4,F,47,0,COL,Hotel
"""Registro 7956""",1003323,5,F,38,0,PE,Hotel
"""Registro 7957""",1004193,5,F,36,1,<NA>,Hotel
"""Registro 7958""",1004938,2,M,34,1,AR,AirBnB
"""Registro 7959""",1006668,4,F,43,0,UK,Hotel
"""Registro 7960""",1011722,2,F,43,<NA>,AR,Hotel
"""Registro 7961""",1003924,4,F,48,0,ES,Hotel
"""Registro 7962""",1001694,5,F,48,0,AR,Hotel
"""Registro 7963""",1010457,3,F,41,1,ES,Hotel
"""Registro 7964""",1003188,1,F,45,0,US,Hotel
"""Registro 7965""",1007082,1,F,44,0,<NA>,Hotel
"""Registro 7966""",1007404,7,M,<NA>,<NA>,PE,AirBnB
"""Registro 7967""",1004735,4,M,53,0,PE,Hotel
"""Registro 7968""",1005297,5,F,<NA>,0,COL,AirBnB
"""Registro 7969""",1009724,3,F,36,1,ES,Hotel
"""Registro 7970""",1000130,3,F,38,1,COL,Hotel
"""Registro 7971""",1010852,5,F,37,0,ES,Hotel
"""Registro 7972""",1005007,3,M,<NA>,0,IT,AirBnB
"""Registro 7973""",1008884,5,F,41,0,<NA>,Hotel
"""Registro 7974""",1001801,7,M,44,1,UK,Hotel
"""Registro 7975""",1004692,3,M,41,0,IT,AirBnB
"""Registro 7976""",1007839,3,M,38,<NA>,ES,Hotel
"""Registro 7977""",1003550,5,M,43,0,COL,AirBnB
"""Registro 7978""",1001527,4,M,36,1,AR,Hotel
"""Registro 7979""",1006505,2,M,40,0,IT,Hotel
"""Registro 7980""",1006985,4,F,32,1,COL,Hotel
"""Registro 7981""",1009153,2,F,34,1,IT,Hotel
"""Registro 7982""",1012276,4,F,45,0,US,AirBnB
"""Registro 7983""",1008775,7,F,<NA>,0,AR,Hotel
"""Registro 7984""",1004414,5,F,37,0,IT,AirBnB
"""Registro 7985""",1010055,5,F,46,0,NL,Hotel
"""Registro 7986""",1003507,4,F,40,0,AR,AirBnB
"""Registro 7987""",1007032,6,M,46,0,<NA>,AirBnB
"""Registro 7988""",1000745,1,M,<NA>,0,US,AirBnB
"""Registro 7989""",1004002,5,F,48,1,ES,Hotel
"""Registro 7990""",1001071,1,M,<NA>,0,UK,Hotel
"""Registro 7991""",1012048,5,M,48,1,NL,Hotel
"""Registro 7992""",1004964,2,M,42,1,NL,Hotel
"""Registro 7993""",1000537,5,F,37,0,UK,AirBnB
"""Registro 7994""",1009181,2,M,44,1,UK,Hotel
"""Registro 7995""",1013798,5,M,42,0,IT,Hotel
"""Registro 7996""",1012946,4,M,43,1,PE,Hotel
"""Registro 7997""",1006980,3,F,39,1,NL,Hotel
"""Registro 7998""",1009285,8,F,34,1,IT,AirBnB
"""Registro 7999""",1005463,2,F,36,1,NL,Hotel
"""Registro 8000""",1000731,6,M,<NA>,1,NL,Hotel
"""Registro 8001""",1004992,7,F,44,0,UK,Hotel
"""Registro 8002""",1008900,6,F,<NA>,1,NL,Hotel
"""Registro 8003""",1009629,3,M,35,1,IT,AirBnB
"""Registro 8004""",1011990,3,F,35,1,IT,Hotel
"""Registro 8005""",1002497,6,F,41,0,PE,Hotel
"""Registro 8006""",1000516,6,M,43,1,UK,Hotel
"""Registro 8007""",1004374,2,F,39,0,ES,Hotel
"""Registro 8008""",1004123,4,F,40,0,IT,AirBnB
"""Registro 8009""",1011524,3,M,<NA>,1,<NA>,AirBnB
"""Registro 8010""",1009047,5,F,42,1,AR,AirBnB
"""Registro 8011""",1012991,7,M,34,0,ES,AirBnB
"""Registro 8012""",1003386,3,M,<NA>,0,COL,Hotel
"""Registro 8013""",1010466,5,F,37,<NA>,PE,Hotel
"""Registro 8014""",1013703,7,M,35,0,IT,Hotel
"""Registro 8015""",1013664,8,M,48,1,AR,Hotel
"""Registro 8016""",1002067,3,M,40,0,<NA>,Hotel
"""Registro 8017""",1002316,5,M,43,0,PE,AirBnB
"""Registro 8018""",1013451,4,M,34,1,ES,AirBnB
"""Registro 8019""",1001576,5,F,43,0,PE,AirBnB
"""Registro 8020""",1002432,6,F,48,<NA>,PE,AirBnB
"""Registro 8021""",1009691,5,M,40,0,COL,Hotel
"""Registro 8022""",1009996,3,M,<NA>,0,PE,AirBnB
"""Registro 8023""",1006802,4,F,<NA>,1,US,AirBnB
"""Registro 8024""",1010066,6,M,46,1,US,Hotel
"""Registro 8025""",1010197,3,F,42,0,US,Hotel
"""Registro 8026""",1003960,6,F,38,0,ES,AirBnB
"""Registro 8027""",1007759,4,F,31,0,NL,Hotel
"""Registro 8028""",1004733,3,M,33,1,AR,AirBnB
"""Registro 8029""",1007628,3,F,39,0,PE,AirBnB
"""Registro 8030""",1013265,5,F,44,0,NL,Hotel
"""Registro 8031""",1013272,1,M,38,1,US,AirBnB
"""Registro 8032""",1000541,3,M,34,0,US,Hotel
"""Registro 8033""",1001589,4,M,35,1,<NA>,Hotel
"""Registro 8034""",1014080,5,F,36,<NA>,IT,AirBnB
"""Registro 8035""",1002607,3,F,36,1,AR,Hotel
"""Registro 8036""",1009131,4,F,40,1,IT,Hotel
"""Registro 8037""",1002667,5,F,41,0,UK,Hotel
"""Registro 8038""",1006421,4,M,45,1,AR,Hotel
"""Registro 8039""",1010360,5,F,37,1,<NA>,Hotel
"""Registro 8040""",1013658,4,M,32,1,NL,Hotel
"""Registro 8041""",1004078,8,M,28,0,PE,Hotel
"""Registro 8042""",1012093,3,M,38,1,UK,AirBnB
"""Registro 8043""",1009998,3,F,28,<NA>,AR,AirBnB
"""Registro 8044""",1007376,3,M,39,0,COL,Hotel
"""Registro 8045""",1002646,8,M,34,1,PE,AirBnB
"""Registro 8046""",1006266,2,M,36,0,US,Hotel
"""Registro 8047""",1001228,3,M,42,0,IT,AirBnB
"""Registro 8048""",1012216,2,F,38,0,AR,AirBnB
"""Registro 8049""",1005546,4,F,48,<NA>,ES,Hotel
"""Registro 8050""",1001820,4,M,45,1,UK,Hotel
"""Registro 8051""",1013733,3,M,45,<NA>,AR,AirBnB
"""Registro 8052""",1010259,4,F,39,0,UK,AirBnB
